DOI,Compound_Name,IUPAC_Name,IUPAC_Name_Source,SMILES,SMILES_Source,Standard_InChIKey,Standard_InChIKey_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Connectivity_Key
10.1038/s41467-021-27210-x,DT2216,"(2S,4R)-1-[(2S)-2-[[7-[4-[(3R)-3-[4-[[4-[4-[[2-(4-chlorophenyl)-5,5-dimethylcyclohexen-1-yl]methyl]piperazin-1-yl]benzoyl]sulfamoyl]-2-(trifluoromethylsulfonyl)anilino]-4-phenylsulfanylbutyl]piperazin-1-yl]-7-oxoheptanoyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[(1S)-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]pyrrolidine-2-carboxamide",PUBCHEM,CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCC(=O)N4CCN(CC4)CC[C@H](CSC5=CC=CC=C5)NC6=C(C=C(C=C6)S(=O)(=O)NC(=O)C7=CC=C(C=C7)N8CCN(CC8)CC9=C(CCC(C9)(C)C)C1=CC=C(C=C1)Cl)S(=O)(=O)C(F)(F)F)O,PUBCHEM,PXVFFBGSTYQHRO-REQIQPEASA-N,PUBCHEM,BCL-xL,VHL,Immunoblot,293T,30,nM,16,,,,PXVFFBGSTYQHRO
10.1038/s41467-021-27210-x,753b,"(2S,4R)-1-((S)-2-(8-(4-(((R)-4'-chloro-4-methyl-6-((4-(4-(((4-(((R)-4-morpholino-1-(phenylthio)butan-2-yl)amino)-3-((trifluoromethyl)sulfonyl)phenyl)sulfonyl)carbamoyl)phenyl)piperazin-1-yl)methyl)-2,3,4,5-tetrahydro-[1,1'-biphenyl]-4-yl)methyl)piperazin-1-yl)-8-oxooctanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide ",PAPER,ClC1=CC=C(C=C1)C=1CC[C@@](CC1CN1CCN(CC1)C1=CC=C(C=C1)C(NS(=O)(=O)C1=CC(=C(C=C1)N[C@@H](CSC1=CC=CC=C1)CCN1CCOCC1)S(=O)(=O)C(F)(F)F)=O)(C)CN1CCN(CC1)C(CCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)N[C@@H](C)C1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O,OPSIN,KQEMZZJSHJCPSI-RYFXIQSLSA-N,OPSIN,BCL-2,VHL,Immunoblot,293T,48,nM,16,,,,KQEMZZJSHJCPSI
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,"(2S,4R)-N-[(1S,4S)-6-[4-(4-bromo-7-cyclopentyl-5-oxobenzimidazolo[1,2-a]quinazolin-9-yl)piperidin-1-yl]-4-methyl-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]hexyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PUBCHEM,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,RKO,1,nM,18,81,18.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,6,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-BYIGUQMMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,1,nM,18,84,18.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,1,nM,18,87,18.0,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,29,"(2S,4R)-N-((1S,4R)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-JAHFJGENSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,1,nM,18,84,18.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,6,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-BYIGUQMMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,2,nM,4,77,4.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,2,nM,4,73,4.0,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,2,nM,18,85,18.0,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,29,"(2S,4R)-N-((1S,4R)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-JAHFJGENSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,2,nM,4,74,4.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,10,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AYSNCSVZNJFPCS-JAHFJGENSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3,nM,18,82,18.0,,AYSNCSVZNJFPCS
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3,nM,18,80,18.0,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,25,"(2S,4R)-N-((S)-5-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)pentyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUMGQWGEQKWEFM-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3,nM,4,66,4.0,,DUMGQWGEQKWEFM
10.1038/s41467-022-33430-6,30,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3,nM,18,82,18.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,31,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,WYRPJYUDYGXYON-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,3,nM,18,83,18.0,,WYRPJYUDYGXYON
10.1038/s41467-022-33430-6,ACBI2,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,"(2S,4R)-N-[(1S,4S)-6-[4-(4-bromo-7-cyclopentyl-5-oxobenzimidazolo[1,2-a]quinazolin-9-yl)piperidin-1-yl]-4-methyl-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]hexyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PUBCHEM,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN + PUBCHEM,SMARCA2,VHL,capillary electrophoresis,RKO,4,nM,4,71,4.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,31,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,WYRPJYUDYGXYON-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,4,nM,4,72,4.0,,WYRPJYUDYGXYON
10.1038/s41467-022-33430-6,6,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-BYIGUQMMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,5,nM,4,86,4.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,6,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-BYIGUQMMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,5,nM,4,94,4.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,9,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,BWFPCIGALPXWPF-BLVIHPBHSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,5,nM,18,76,18.0,,BWFPCIGALPXWPF
10.1038/s41467-022-33430-6,27,"(2S,4R)-N-((R)-2-(3-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,XGGRSWLTWPSBCO-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,5,nM,4,70,4.0,,XGGRSWLTWPSBCO
10.1038/s41467-022-33430-6,28,"(2S,4R)-N-[(1R)-2-{[1-(4-{6-bromo-11-cyclopentyl-8-oxo-1,9,11-triazatetracyclo[8.7.0.0²,⁷.0¹²,¹⁷]heptadeca-2,4,6,9,12,14,16-heptaen-14-yl}piperidin-1-yl)-2-methylpropan-2-yl]oxy}-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]-1-[(2S)-2-[(1-fluorocyclopropyl)formamido]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=CC=C2N3C4=CC=C(C=C4N(C3=NC(C12)=O)C1CCCC1)C1CCN(CC1)CC(C)(C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O,OPSIN,YNDPJZDTERTRMN-VDWSIIFJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,5,nM,18,76,18.0,,YNDPJZDTERTRMN
10.1038/s41467-022-33430-6,6,"(2S,4R)-N-((S)-4-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)butyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,DUPGTSRNDUFWBT-BYIGUQMMSA-N,OPSIN,SMARCA4,VHL,capillary electrophoresis,RKO,6,nM,18,89,18.0,,DUPGTSRNDUFWBT
10.1038/s41467-022-33430-6,10,"(2S,4R)-N-((R)-2-(((R)-1-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)propan-2-yl)oxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)C[C@@H](C)OC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AYSNCSVZNJFPCS-JAHFJGENSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,6,nM,4,70,4.0,,AYSNCSVZNJFPCS
10.1038/s41467-022-33430-6,26,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-(dimethylamino)cyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)N(C)C)=O)=O,OPSIN,AVAHLUWBHNIBEK-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,6,nM,18,82,18.0,,AVAHLUWBHNIBEK
10.1038/s41467-022-33430-6,11,"(2S,4R)-N-((S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCCCC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,NWAHMEWTPAKOEQ-UQZDYNHJSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,NCI-H1568,8,nM,4,90,4.0,,NWAHMEWTPAKOEQ
10.1038/s41467-022-33430-6,30,"(2S,4R)-N-((1S,4S)-6-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)-4-methyl-1-(4-(4-methylthiazol-5-yl)phenyl)hexyl)-1-((S)-2-(1-fluorocyclopropanecarboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CC[C@H](CC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)C)=O,OPSIN,JBTHUOYYUUPUOZ-LIHPQFRDSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,8,nM,4,74,4.0,,JBTHUOYYUUPUOZ
10.1038/s41467-022-33430-6,8,"(2S,4R)-N-((R)-2-(2-(4-(4-bromo-7-cyclopentyl-5-oxo-5,7-dihydrobenzo[4,5]imidazo[1,2-a]quinazolin-9-yl)piperidin-1-yl)ethoxy)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)-1-((S)-2-(1-fluorocyclopropane-1-carboxamido)-3,3-dimethylbutanoyl)-4-hydroxypyrrolidine-2-carboxamide",PAPER,BrC=1C=2C(N=C3N(C2C=CC1)C1=C(N3C3CCCC3)C=C(C=C1)C1CCN(CC1)CCOC[C@@H](C1=CC=C(C=C1)C1=C(N=CS1)C)NC(=O)[C@H]1N(C[C@@H](C1)O)C([C@H](C(C)(C)C)NC(=O)C1(CC1)F)=O)=O,OPSIN,HOBINWBQKZMFPS-BYIGUQMMSA-N,OPSIN,SMARCA2,VHL,capillary electrophoresis,RKO,10,nM,18,80,18.0,,HOBINWBQKZMFPS
