DOI,Compound_Name,IUPAC_Name,SMILES,SMILES_Source,Degradation_Target,Recruiter,Assay,Cell_Line,DC50,DC50_units,DC50_h,Dmax,Dmax_h,Dmax_conc,Standard_InChIKey,Standard_InChIKey_Source,IUPAC_Name_Source,Connectivity_Key
10.1007/s13238-020-00732-8,FC-11,"1-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethyl)-N-(4-((4-(((2-(N-methylmethylsulfonamido)pyridin-3-yl)methyl)amino)-5-(trifluoromethyl)pyrimidin-2-yl)amino)phenyl)-1H-1,2,3-triazole-4-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NCCOCCOCCN1N=NC(=C1)C(=O)NC1=CC=C(C=C1)NC1=NC=C(C(=N1)NCC=1C(=NC=CC1)N(S(=O)(=O)C)C)C(F)(F)F)=O)=O,OPSIN,FAK,CRBN,Western blot,"mouse primary Sertoli cells (C57BL/6N, 6 dpp)",1.3,nmol/L,8 h,,,,RZKZQCHSKWKOAJ-UHFFFAOYSA-N,OPSIN,,RZKZQCHSKWKOAJ
10.1007/s13238-020-00732-8,FC-11,"1-(2-(2-(2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)ethoxy)ethoxy)ethyl)-N-(4-((4-(((2-(N-methylmethylsulfonamido)pyridin-3-yl)methyl)amino)-5-(trifluoromethyl)pyrimidin-2-yl)amino)phenyl)-1H-1,2,3-triazole-4-carboxamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1=O)NCCOCCOCCN1N=NC(=C1)C(=O)NC1=CC=C(C=C1)NC1=NC=C(C(=N1)NCC=1C(=NC=CC1)N(S(=O)(=O)C)C)C(F)(F)F)=O)=O,OPSIN,FAK,CRBN,Western blot,"mouse primary germ cells (C57BL/6N, 6 dpp)",0.4,nmol/L,8 h,,,,RZKZQCHSKWKOAJ-UHFFFAOYSA-N,OPSIN,,RZKZQCHSKWKOAJ
10.1016/j.apsb.2020.01.014,9a,"2-(2-(4-(4-(4-Amino-6,7-dimethoxyquinazolin-2-yl)piperazine-1-carbonyl)-1H-1,2,3-triazol-1-yl)ethoxy)-N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)acetamide",NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C=1N=NN(C1)CCOCC(=O)NC1=C2C(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)=O,OPSIN,α1A-adrenergic receptor (α1A-AR),CRBN,Western blot,HEK293 (α1A-AR stably transfected),~ 4320,nM,,,,,BMEBWCUDRJFZGZ-UHFFFAOYSA-N,OPSIN,,BMEBWCUDRJFZGZ
10.1016/j.apsb.2020.01.014,9c,"2-(2-(2-(2-(4-(4-(4-Amino-6,7-dimethoxyquinazolin-2-yl)piperazine-1-carbonyl)-1H-1,2,3-triazol-1-yl)ethoxy)ethoxy)ethoxy)-N-(2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)acetamide",NC1=NC(=NC2=CC(=C(C=C12)OC)OC)N1CCN(CC1)C(=O)C=1N=NN(C1)CCOCCOCCOCC(=O)NC1=C2C(N(C(C2=CC=C1)=O)C1C(NC(CC1)=O)=O)=O,OPSIN,α1A-adrenergic receptor (α1A-AR),CRBN,Western blot,HEK293 (α1A-AR stably transfected),~ 2860,nM,,94,12 h,10 μmol/L,SFODRSARUJDQSA-UHFFFAOYSA-N,OPSIN,,SFODRSARUJDQSA
10.3390/molecules28196947,P9,,,,SHP2,VHL,Western blotting,HEK293,35.2 ± 1.5,nM,16 h,>95,16 h,1 μM,,,,
10.3390/molecules28196947,P9,,,,SHP2,VHL,Western blotting,KYSE-520,130,nM,16 h,,,,,,,
10.3390/molecules28196947,SC5,,,,SHP2,VHL,Western blotting,HEK293,,,,<10,16 h,10 μM,,,,
10.3390/molecules28196947,SC7,,,,SHP2,VHL,Western blotting,HEK293,,,,15,16 h,10 μM,,,,
10.3390/molecules28196947,SC9,,,,SHP2,VHL,Western blotting,HEK293,,,,25,16 h,10 μM,,,,
10.3390/molecules28196947,SC11,,,,SHP2,VHL,Western blotting,HEK293,,,,64,16 h,10 μM,,,,
10.3390/molecules28196947,P3,,,,SHP2,VHL,Western blotting,HEK293,,,,<10,16 h,10 μM,,,,
10.3390/molecules28196947,P4,,,,SHP2,VHL,Western blotting,HEK293,,,,<10,16 h,10 μM,,,,
10.3390/molecules28196947,P5,,,,SHP2,VHL,Western blotting,HEK293,,,,<10,16 h,10 μM,,,,
10.3390/molecules28196947,SC10,,,,SHP2,VHL,Western blotting,HEK293,,,,36,16 h,1 μM,,,,
10.3390/molecules28196947,P7,,,,SHP2,VHL,Western blotting,HEK293,,,,51,16 h,1 μM,,,,
10.3390/molecules28196947,P8,,,,SHP2,VHL,Western blotting,HEK293,,,,74,16 h,1 μM,,,,
10.3390/molecules28196947,P10,,,,SHP2,VHL,Western blotting,HEK293,,,,16,16 h,1 μM,,,,
10.1038/s41467-020-17997-6,RC-1,"N-(3-((5-((R)-3-(4-Amino-3-(4-phenoxyphenyl)-1H-pyrazolo[3,4-d]pyrimidin-1-yl)piperidin-1-yl)-4-cyano-2-methyl-5-oxopent-3-en-2-yl)(methyl)amino)propyl)-2-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)amino)acetamide",NC1=C2C(=NC=N1)N(N=C2C2=CC=C(C=C2)OC2=CC=CC=C2)[C@H]2CN(CCC2)C(C(=CC(C)(C)N(CCCNC(CNC2=C1C(N(C(C1=CC=C2)=O)C2C(NC(CC2)=O)=O)=O)=O)C)C#N)=O,OPSIN,BTK,CRBN,Western blot,MOLM-14,6.6,nM,24 h,,,,TXZDWTVEZQSZKM-RACIXVTASA-N,OPSIN,,TXZDWTVEZQSZKM
10.3390/biom13071099,RGC-01-05-18,,,,S100A4,CRBN,Western blot (S100A4 level),Rama 37 (S100A4-transfected),38 ± 2,nM,24,99,24,100 nM,,,,
10.3390/biom13071099,RGC-01-05-18,,,,S100A4,CRBN,Western blot (S100A4 level),MDA-MB-231,3.2 ± 1.0,nM,24,,,,,,,
10.3390/pharmaceutics15051467,8a,,,,α-Synuclein (αSyn),CRBN,FluoReSyn nanobody biosensor (GFP immunostaining),4xSNCA iPSC-derived dopaminergic neurons (DANs),,,,48,,10 μM,,,,
10.1080/14756366.2020.1804382,2,"N-(11-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)amino)-11-oxoundecyl)-2-fluoro-5-((4-oxo-3,4-dihydrophthalazin-1-yl)methyl)benzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)NC(CCCCCCCCCCNC(C1=C(C=CC(=C1)CC1=NNC(C2=CC=CC=C12)=O)F)=O)=O)=O)=O,OPSIN,PARP-1,CRBN,Western blot,SW620,5400,nM,24,~80,24,10 μM,QFFHUSYJWPTYGI-UHFFFAOYSA-N,OPSIN,,QFFHUSYJWPTYGI
10.1080/14756366.2020.1804382,3,"N-(12-((2-(2,6-dioxopiperidin-3-yl)-1-oxoisoindolin-4-yl)amino)-12-oxododecyl)-2-fluoro-5-((4-oxo-3,4-dihydrophthalazin-1-yl)methyl)benzamide",O=C1NC(CCC1N1C(C2=CC=CC(=C2C1)NC(CCCCCCCCCCCNC(C1=C(C=CC(=C1)CC1=NNC(C2=CC=CC=C12)=O)F)=O)=O)=O)=O,OPSIN,PARP-1,CRBN,Western blot,SW620,6200,nM,24,,,,ILGXZNUUIJTUAT-UHFFFAOYSA-N,OPSIN,,ILGXZNUUIJTUAT
10.1038/s41467-023-44237-4,DBr-1,"4-(4-((4-((6-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1 yl)-6-oxohexyl)oxy)piperidin-1-yl)methyl)-2,5-dimethoxyphenyl)-2-methyl-2,7-naphthyridin-1(2H)-one",NCCNC1=NC(=NC2=CC(=CC=C12)N1CCN(CC1)C(CCCCCOC1CCN(CC1)CC1=CC(=C(C=C1OC)C1=CN(C(C2=CN=CC=C12)=O)C)OC)=O)C1(CCCCC1)C1=CC=C(C=C1)Cl,OPSIN,BRD9,DCAF1,immunoblot (western blot),HEK293 BRD9-HiBiT/FF/CAS9,,,,~90,6,1000 nM,BJAVCRNLIDSYTK-UHFFFAOYSA-N,OPSIN,,BJAVCRNLIDSYTK
10.1038/s41467-023-44237-4,DBr-1,"4-(4-((4-((6-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1 yl)-6-oxohexyl)oxy)piperidin-1-yl)methyl)-2,5-dimethoxyphenyl)-2-methyl-2,7-naphthyridin-1(2H)-one",NCCNC1=NC(=NC2=CC(=CC=C12)N1CCN(CC1)C(CCCCCOC1CCN(CC1)CC1=CC(=C(C=C1OC)C1=CN(C(C2=CN=CC=C12)=O)C)OC)=O)C1(CCCCC1)C1=CC=C(C=C1)Cl,OPSIN,BRD9,DCAF1,HiBiT luminescence,HEK293/BRD9-HiBiT,90,nM,2,,,,BJAVCRNLIDSYTK-UHFFFAOYSA-N,OPSIN,,BJAVCRNLIDSYTK
10.1038/s41467-023-44237-4,DBr-1,"4-(4-((4-((6-(4-(4-((2-Aminoethyl)amino)-2-(1-(4-chlorophenyl)cyclohexyl)quinazolin-7-yl)piperazin-1 yl)-6-oxohexyl)oxy)piperidin-1-yl)methyl)-2,5-dimethoxyphenyl)-2-methyl-2,7-naphthyridin-1(2H)-one",NCCNC1=NC(=NC2=CC(=CC=C12)N1CCN(CC1)C(CCCCCOC1CCN(CC1)CC1=CC(=C(C=C1OC)C1=CN(C(C2=CN=CC=C12)=O)C)OC)=O)C1(CCCCC1)C1=CC=C(C=C1)Cl,OPSIN,BRD9,DCAF1,HiBiT luminescence (Firefly-normalized),HEK293 BRD9-HiBiT/CAS9/FF,193,nM,2,,,,BJAVCRNLIDSYTK-UHFFFAOYSA-N,OPSIN,,BJAVCRNLIDSYTK
10.1038/s41467-023-44237-4,VZ185,"(2S,4R)-N-[[2-[5-[4-[[2,6-dimethoxy-4-(2-methyl-1-oxo-2,7-naphthyridin-4-yl)phenyl]methyl]piperazin-1-yl]pentoxy]-4-(4-methyl-1,3-thiazol-5-yl)phenyl]methyl]-1-[(2S)-2-[(1-fluorocyclopropanecarbonyl)amino]-3,3-dimethylbutanoyl]-4-hydroxypyrrolidine-2-carboxamide",CC1=C(SC=N1)C2=CC(=C(C=C2)CNC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)C4(CC4)F)O)OCCCCCN5CCN(CC5)CC6=C(C=C(C=C6OC)C7=CN(C(=O)C8=C7C=CN=C8)C)OC,PUBCHEM,BRD9,VHL,HiBiT luminescence,HEK293/BRD9-HiBiT,32,nM,2,,,,ZAGCLFXBHOXXEN-JPTLTNPLSA-N,PUBCHEM,PUBCHEM,ZAGCLFXBHOXXEN
10.1038/s41467-023-44237-4,dBRD9,"2-[[2,6-dimethoxy-4-(2-methyl-1-oxo-2,7-naphthyridin-4-yl)phenyl]methyl-methylamino]-N-[2-[2-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethoxy]ethoxy]ethyl]acetamide",CN1C=C(C2=C(C1=O)C=NC=C2)C3=CC(=C(C(=C3)OC)CN(C)CC(=O)NCCOCCOCCNC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)OC,PUBCHEM,BRD9,CRBN,HiBiT luminescence,HEK293/BRD9-HiBiT,24,nM,2,,,,AIOCFZJGGGEWDK-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,AIOCFZJGGGEWDK
10.1038/s41467-023-44237-4,DBt-5,,,,BTK,DCAF1,flow cytometry (BTK-GFP/mCherry ratiometric),TMD8 BTK-GFP/mCh,50,nM,24,100,24,,,,,
10.1038/s41467-023-44237-4,DBt-10,,,,BTK,DCAF1,flow cytometry (BTK-GFP/mCherry ratiometric),TMD8 BTK-GFP/mCh,136.9,nM,24,94,24,,,,,
10.1038/s41467-023-44237-4,CDa-1,,,,BTK,CRBN,flow cytometry (BTK-GFP/mCherry ratiometric),TMD8 BTK-GFP/mCh,< 2.5,nM,24,97,24,,,,,
10.1038/s41467-023-44237-4,DDa-1,,,,BTK,DCAF1,flow cytometry (BTK-GFP/mCherry ratiometric),TMD8 BTK-GFP/mCh,90,nM,24,72,24,,,,,
10.1038/s41467-021-27210-x,753b,"(2S,4R)-1-((S)-2-(8-(4-(((R)-4'-chloro-4-methyl-6-((4-(4-(((4-(((R)-4-morpholino-1-(phenylthio)butan-2-yl)amino)-3-((trifluoromethyl)sulfonyl)phenyl)sulfonyl)carbamoyl)phenyl)piperazin-1-yl)methyl)-2,3,4,5-tetrahydro-[1,1'-biphenyl]-4-yl)methyl)piperazin-1-yl)-8-oxooctanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide",ClC1=CC=C(C=C1)C=1CC[C@@](CC1CN1CCN(CC1)C1=CC=C(C=C1)C(NS(=O)(=O)C1=CC(=C(C=C1)N[C@@H](CSC1=CC=CC=C1)CCN1CCOCC1)S(=O)(=O)C(F)(F)F)=O)(C)CN1CCN(CC1)C(CCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)N[C@@H](C)C1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O,OPSIN,BCL-xL,VHL,Western blot (immunoblot),293T,6,nM,16.0,,,,KQEMZZJSHJCPSI-RYFXIQSLSA-N,OPSIN,,KQEMZZJSHJCPSI
10.1038/s41467-021-27210-x,753b,"(2S,4R)-1-((S)-2-(8-(4-(((R)-4'-chloro-4-methyl-6-((4-(4-(((4-(((R)-4-morpholino-1-(phenylthio)butan-2-yl)amino)-3-((trifluoromethyl)sulfonyl)phenyl)sulfonyl)carbamoyl)phenyl)piperazin-1-yl)methyl)-2,3,4,5-tetrahydro-[1,1'-biphenyl]-4-yl)methyl)piperazin-1-yl)-8-oxooctanamido)-3,3-dimethylbutanoyl)-4-hydroxy-N-((S)-1-(4-(4-methylthiazol-5-yl)phenyl)ethyl)pyrrolidine-2-carboxamide",ClC1=CC=C(C=C1)C=1CC[C@@](CC1CN1CCN(CC1)C1=CC=C(C=C1)C(NS(=O)(=O)C1=CC(=C(C=C1)N[C@@H](CSC1=CC=CC=C1)CCN1CCOCC1)S(=O)(=O)C(F)(F)F)=O)(C)CN1CCN(CC1)C(CCCCCCC(=O)N[C@H](C(=O)N1[C@@H](C[C@H](C1)O)C(=O)N[C@@H](C)C1=CC=C(C=C1)C1=C(N=CS1)C)C(C)(C)C)=O,OPSIN,BCL-2,VHL,Western blot (immunoblot),293T,48,nM,16.0,,,,KQEMZZJSHJCPSI-RYFXIQSLSA-N,OPSIN,,KQEMZZJSHJCPSI
10.1038/s41467-021-27210-x,DT2216,"(2S,4R)-1-[(2S)-2-[[7-[4-[(3R)-3-[4-[[4-[4-[[2-(4-chlorophenyl)-5,5-dimethylcyclohexen-1-yl]methyl]piperazin-1-yl]benzoyl]sulfamoyl]-2-(trifluoromethylsulfonyl)anilino]-4-phenylsulfanylbutyl]piperazin-1-yl]-7-oxoheptanoyl]amino]-3,3-dimethylbutanoyl]-4-hydroxy-N-[(1S)-1-[4-(4-methyl-1,3-thiazol-5-yl)phenyl]ethyl]pyrrolidine-2-carboxamide",CC1=C(SC=N1)C2=CC=C(C=C2)[C@H](C)NC(=O)[C@@H]3C[C@H](CN3C(=O)[C@H](C(C)(C)C)NC(=O)CCCCCC(=O)N4CCN(CC4)CC[C@H](CSC5=CC=CC=C5)NC6=C(C=C(C=C6)S(=O)(=O)NC(=O)C7=CC=C(C=C7)N8CCN(CC8)CC9=C(CCC(C9)(C)C)C1=CC=C(C=C1)Cl)S(=O)(=O)C(F)(F)F)O,PUBCHEM,BCL-xL,VHL,Western blot (immunoblot),293T,30,nM,16.0,,,,PXVFFBGSTYQHRO-REQIQPEASA-N,PUBCHEM,PUBCHEM,PXVFFBGSTYQHRO
10.1016/j.apsb.2023.01.014,D3,,,,c-MET,CRBN,Western blot,EBC-1,3.1 ± 1.3,nmol/L,,>95,,,,,,
10.1016/j.apsb.2023.01.014,D3,,,,c-MET,CRBN,Western blot,Hs746T,8.3 ± 1.6,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D10,,,,c-MET,CRBN,Western blot,EBC-1,0.69 ± 0.21,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D10,,,,c-MET,CRBN,Western blot,Hs746T,0.77 ± 0.11,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D12,,,,c-MET,CRBN,Western blot,EBC-1,1.7 ± 0.4,nmol/L,,>95,,,,,,
10.1016/j.apsb.2023.01.014,D12,,,,c-MET,CRBN,Western blot,Hs746T,2.7 ± 0.5,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D14,,,,c-MET,CRBN,Western blot,EBC-1,0.83 ± 0.16,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D14,,,,c-MET,CRBN,Western blot,Hs746T,0.60 ± 0.15,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D15,,,,c-MET,CRBN,Western blot,EBC-1,0.44 ± 0.11,nmol/L,,>99,,,,,,
10.1016/j.apsb.2023.01.014,D15,,,,c-MET,CRBN,Western blot,Hs746T,0.35 ± 0.08,nmol/L,,>99,,,,,,
10.1021/acs.jmedchem.3c00851,43h,"4-[4-[[[2-[(9S)-7-(4-Chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]methyl]-1-piperidyl]-N-(2,6-dioxo-3-piperidyl)-2-fluorobenzamide",O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2F,PAPER,BRD4,CRBN,Western blot (densitometry),MOLT4,4.7,nM,24.0,91,24.0,0.1 μM,NTNMFROSEFWETI-XIJSCUBXSA-N,OPSIN,,NTNMFROSEFWETI
10.1021/acs.jmedchem.3c00851,44h,"4-[4-[[[2-[(9S)-7-(4-Chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]acetyl]amino]methyl]-1-piperidyl]-N-(2,6-dioxo-3-piperidyl)-2-methoxybenzamide",O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(N3CCC(CNC(C[C@@H]4N=C(C5=CC=C(Cl)C=C5)C6=C(SC(C)=C6C)N7C(C)=NN=C47)=O)CC3)C=C2OC,PAPER,BRD4,CRBN,Western blot (densitometry),MOLT4,0.59,nM,24.0,96,24.0,0.1 μM,BIVJJLVZJPBUMK-XIJSCUBXSA-N,OPSIN,,BIVJJLVZJPBUMK
10.1021/acs.jmedchem.3c00851,51,"N-(2,6-Dioxo-3-piperidyl)-4-[[2-[[8-[4-[[7-(hydroxyamino)-7-oxo-heptyl]carbamoyl] anilino]-8-oxooctyl]amino]-2-oxoethyl]amino]-2-methoxybenzamide",O=C(NC(CC1)C(NC1=O)=O)C2=CC=C(NCC(NCCCCCCCC(NC3=CC=C(C(NCCCCCCC(NO)=O)=O)C=C3)=O)=O)C=C2OC,PAPER,HDAC6,CRBN,Western blot (densitometry),MM.1S,5.8,nM,24.0,91,24.0,1 μM,YACBBDOEMCACOF-UHFFFAOYSA-N,OPSIN,,YACBBDOEMCACOF
10.1021/acs.jmedchem.3c00851,dBET57,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[2-[[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]amino]ethyl]acetamide",O=C(NCCNC1=CC=CC(C(N2C(CC3)C(NC3=O)=O)=O)=C1C2=O)C[C@H]4C5=NN=C(C)N5C6=C(C(C)=C(C)S6)C(C7=CC=C(Cl)C=C7)=N4,PAPER,BRD4,CRBN,Western blot (densitometry),MOLT4,11,nM,24.0,92,24.0,0.1 μM,CZRLOIDJCMKJHE-UXMRNZNESA-N,PUBCHEM,PUBCHEM,CZRLOIDJCMKJHE
10.1021/acs.jmedchem.3c00851,A6,"4-[8-[[2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetyl]amino]octanoylamino]-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide",O=C(C1=CC=C(C=C1)NC(CCCCCCCNC(COC2=CC=CC(C(N3C4CCC(NC4=O)=O)=O)=C2C3=O)=O)=O)NCCCCCCC(NO)=O,PAPER,HDAC6,CRBN,Western blot (densitometry),MM.1S,6.5,nM,24.0,80,24.0,1 μM,FQLCLMHMOFLVSV-UHFFFAOYSA-N,PUBCHEM,PUBCHEM,FQLCLMHMOFLVSV
10.3390/molecules28093912,XR-4,,,,MDM2,MDM2,Western blotting,22Rv1,~ 5000,nM,24.0,,,,,,,
10.5812/ijpr-129251,2,,,,IMPDH,CRBN,Western blot,Jurkat,,,,90,24.0,0.5 μM,,,,
10.3389/fimmu.2023.1135373,KTX-335,,,,MERTK,CRBN,flow cytometry (anti-MERTK-PE),mouse BMDMs (naïve),,,,70,18.0,100 nM,,,,
10.3389/fimmu.2023.1135373,KTX-652,,,,MERTK,CRBN,flow cytometry (anti-MERTK-PE),mouse BMDMs (naïve),,,,60,,10 nM,,,,
10.3389/fimmu.2023.1135373,KTX-652,,,,AXL,CRBN,flow cytometry (anti-AXL-PE),EO771,,,,50,,10 nM and 100 nM,,,,
10.3389/fimmu.2023.1135373,KTX-978,,,,MERTK,CRBN,flow cytometry (anti-EGFR-PE on EGFR/TAM chimera),EGFR-MERTK chimeric cell line,,,,66,,100 nM,,,,
10.3389/fimmu.2023.1135373,KTX-978,,,,AXL,CRBN,flow cytometry (anti-EGFR-PE on EGFR/TAM chimera),EGFR-AXL chimeric cell line,,,,25,,100 nM,,,,
10.3389/fimmu.2023.1135373,KTX-978,,,,TYRO3,CRBN,flow cytometry (anti-EGFR-PE on EGFR/TAM chimera),EGFR-TYRO3 chimeric cell line,,,,55,,100 nM,,,,
10.3389/fimmu.2023.1135373,KTX-978,,,,MERTK,CRBN,flow cytometry (anti-MERTK-PE),murine peritoneal macrophages,,,,65,,10 nM,,,,
10.3389/fimmu.2023.1135373,KTX-978,,,,AXL,CRBN,flow cytometry (anti-AXL-PE),EO771,,,,50,,10 nM,,,,
10.1111/cas.15401,CRBN(BRAF)-24,,,,BRAFV600E,CRBN,Western blotting,A375,6.8,nM,24 h,~80,24 h,,,,,
10.1021/acschembio.2c00797,Cpd 1,,,,BRD4,CRBN,Western blot,MV4;11,,,,100,0.5,0.1 μM,,,,
10.1021/acschembio.2c00797,dBET1,"2-[(9S)-7-(4-chlorophenyl)-4,5,13-trimethyl-3-thia-1,8,11,12-tetrazatricyclo[8.3.0.02,6]trideca-2(6),4,7,10,12-pentaen-9-yl]-N-[4-[[2-[2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindol-4-yl]oxyacetyl]amino]butyl]acetamide",CC1=C(SC2=C1C(=N[C@H](C3=NN=C(N32)C)CC(=O)NCCCCNC(=O)COC4=CC=CC5=C4C(=O)N(C5=O)C6CCC(=O)NC6=O)C7=CC=C(C=C7)Cl)C,PUBCHEM,BRD4,CRBN,Western blot,MV4;11,,,,100,2–3,0.1 μM,LKEGXJXRNBALBV-PMCHYTPCSA-N,PUBCHEM,PUBCHEM,LKEGXJXRNBALBV
10.3390/ijms242216290,B1-10J,,,,ERK1/2,CRBN,Western blot (grayscale quantification),A375,498.4 ± 369.3,nM,48,,,,,,,
10.3390/ijms242216290,B1-10P,,,,ERK1/2,CRBN,Western blot (grayscale quantification),A375,616.0 ± 389.4,nM,48,,,,,,,
10.3390/ijms242216290,B2-12P,,,,ERK1/2,VHL,Western blot (grayscale quantification),A375,3800 ± 1824,nM,48,,,,,,,
10.3390/ijms242216290,B1-10J,,,,ERK1/2,CRBN,Western blot (grayscale quantification),HCT116,102,nM,48,,,,,,,
10.3390/ijms242216290,B1-10J,,,,ERK1/2,CRBN,Western blot (grayscale quantification),Calu-6,85,nM,48,,,,,,,
10.3390/ijms242216290,B1-10,,,,ERK1/2,CRBN,Western blot (grayscale quantification),A375,,,,>65,48,,,,,
10.3390/ijms242216290,B2-12,,,,ERK1/2,VHL,Western blot (grayscale quantification),A375,,,,>65,48,,,,,
10.3390/ijms242216290,B2-14,,,,ERK1/2,VHL,Western blot (grayscale quantification),A375,,,,>65,48,,,,,
10.1021/acs.jmedchem.2c01218,27,"2-((S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(2-((3-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)propyl)amino)-2-oxoethyl)acetamide",ClC1=CC=C(C=C1)C1=N[C@H](C=2N(C3=C1C(=C(S3)C)C)C(=NN2)C)CC(=O)NCC(=O)NCCCOC2=C3C(N(C(C3=CC=C2)=O)C2C(NC(CC2)=O)=O)=O,OPSIN,BRD4,CRBN,Western blot densitometry,MDA-MB-231,97.1,nM,8,88,8,,FZPFOKCSBXRUCY-SKCDSABHSA-N,OPSIN,,FZPFOKCSBXRUCY
10.1021/acs.jmedchem.2c01218,28,"2-((S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(2-((4-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)butyl)amino)-2-oxoethyl)acetamide",ClC1=CC=C(C=C1)C1=N[C@H](C=2N(C3=C1C(=C(S3)C)C)C(=NN2)C)CC(=O)NCC(=O)NCCCCOC2=C3C(N(C(C3=CC=C2)=O)C2C(NC(CC2)=O)=O)=O,OPSIN,BRD4,CRBN,Western blot densitometry,MDA-MB-231,134.0,nM,8,79,8,,DZBLWYQPZXUQGG-PMCHYTPCSA-N,OPSIN,,DZBLWYQPZXUQGG
10.1021/acs.jmedchem.2c01218,29,"2-((S)-4-(4-Chlorophenyl)-2,3,9-trimethyl-6H-thieno[3,2-f][1,2,4]triazolo[4,3-a][1,4]diazepin-6-yl)-N-(2-((5-((2-(2,6-dioxopiperidin-3-yl)-1,3-dioxoisoindolin-4-yl)oxy)pentyl)amino)-2-oxoethyl)acetamide",ClC1=CC=C(C=C1)C1=N[C@H](C=2N(C3=C1C(=C(S3)C)C)C(=NN2)C)CC(=O)NCC(=O)NCCCCCOC2=C3C(N(C(C3=CC=C2)=O)C2C(NC(CC2)=O)=O)=O,OPSIN,BRD4,CRBN,Western blot densitometry,MDA-MB-231,184.0,nM,8,86,8,,ILDJWQYNDNRRFS-QBHOUYDASA-N,OPSIN,,ILDJWQYNDNRRFS
